SL,Data set,Encode Time,Encode Memory,,Decode Time(ms),Decode Memory(Mb)
1584,c58a2b5cfe2c5f74a78c7fd22d60b197c7c60a79a757a2bbfded01c5521b4e3c,146.1703777,128.703642,,6610.890865,16.569632
1585,8bd7b2a4739e601127b41c73c4b46f1bfce8619ef14854249ab53ab8,143.5570717,128.702452,,6608.56986,16.569323
1586,e60dd6db347f28f7089425beb2f800f1561f4970,158.087492,128.702636,,6684.163809,16.569323
1587,640ed5fe643e6530cceff257e0bff289ca6e22497ced0e2c16827f655d14a41e,161.937952,121.393087,,6579.114676,16.569579
1588,bc872eefdf53657bf2985e8697e57acb03a32290a9703ede4ca97285315828b5,155.6835175,128.70202,,6568.319082,16.569429
1589,38e8145a700d4f0da32dd2a1c8ef52a3cea4f7bd,145.3280449,128.702116,,6627.923012,16.569331
1590,b03b7b64ead2ef8bf2d03ea80d29c14d5949d43ef2b97942c4cd0981d094e567,148.9868164,128.70202,,6615.993738,16.569323
1591,2cb1e65354ac98a6a7905b8cb8e729122af47a9c,153.4326077,128.701996,,6647.41993,16.569395
1592,de96466d7b8101f1ab9a7a70e5a89b9785ba9c9dd45ddbf148d6781c,154.4091702,128.702524,,6054.562569,16.570219
1593,12424b8a84ce3202f048ef3ebabf4c7f4404a64f,149.882555,128.702436,,6598.816156,16.569704
1594,cd88d830a526f29a0c84909073a998170c4e49d95b09297d26c58cb9,306.1156273,128.702452,,6156.476974,16.569392
1595,bb05810f424b64aa8e63a5b4f0251816ece1abfc,821.8917847,128.70254,,5993.498325,16.569466
1596,e1e105902630ecfbe2060d02fd8b4f3e6b202c5d,591.1037922,128.702668,,5987.08725,16.569451
1597,aff4b8381bd2ff8b3c9c46159f337600c2097854181568070b48f45e,140.5212879,128.70278,,6108.924627,16.569515
1598,548d69dd2aba88b7c2d2055b2838d3ddbbd61cba,144.6509361,128.702436,,6134.247303,16.56972
1599,47d8f3abcc2e4a39bdfded6105fef482f970fbf07de3f09f1fb1f84f,146.5399265,128.702452,,6454.796791,16.569438
1600,7102f30f224afd97611e9a1e1ed45eaf63b0d069db82dd64374ef80851411564,153.9826393,128.70266,,6011.90567,16.569515
1601,b2c544dff3aff3e73962dbb158b59d0134687988,155.7028294,128.702636,,6236.747265,16.569275
1602,ab470bbd7a1395e5dce6ee375279501fe16a2f6e,159.19137,128.702436,,6062.412977,16.569395
1603,5df12363c20bdefa04c4195377721231fb7231ffd78909c6715a14a8bda0d651,160.5989933,128.70246,,6235.432625,16.569771
1604,0de2d16ce12f7c08c3947afe40f23783b48702d4,149.8241425,128.702636,,6313.639641,16.569474
1605,b8d609d9c98bef29fac6b89c23a101e0fc047450a8ffcbafe72c441c,150.9332657,128.702652,,6604.883671,16.569387
1606,d70b430dde7d5498b14012dfa5848b496144fe3e,611.0477448,128.70254,,6645.294189,16.569331
1607,91b5ade427be2319776484490b5565c429ca2f79,892.3606873,128.70365,,6626.74737,16.569512
1608,10a0fe125ce2b1c21f00f27753ddbad778fadfbcfb85dd66790e2c69,206.1645985,128.706041,,6679.713011,16.569393
1609,46f2dab510b38872ab3f78d49f3880315ae95a1b471169d368702aff58fb1292,158.93507,128.70246,,6682.666302,16.569395
1610,339916f304ecf548759bbc124ab3d7b0b906da51,160.8512402,128.702636,,6763.217449,16.570074
1611,812c9984383c0acc4cb492077dfc48f9a8f63b52050249f349e77353,150.6373882,121.393079,,6623.360872,16.57001
1612,306578f4444baaccaefa462985199bd1d2ff16484d124970aceacb2e,146.0886002,128.702994,,6623.130083,16.570126
1613,4889f5022b73d967bcdbbe9ae47f9af184ae8c4127e5b6e766d26942,151.9708633,128.702132,,6664.609194,16.56958
1614,0346346a17ae7fd8196117ecc4ef49fc80f0168973648a9d870b0656cd2802f3,160.1741314,128.70234,,6696.804523,16.569634
1615,5b42b5433cb9f9c229e292503c535acdbd9540d2,178.9507866,128.702316,,6665.082693,16.570034
1616,3c92eb6e9338a41aacac0991d220a95422a96e4c,167.4208641,128.702444,,6005.007267,16.569451
1617,166d8835f81d040e1ecc3fe1f97f33fdf6211cc90fb033d3c0a6cadcf19e6f4a,577.8398514,128.70377,,6666.857719,16.569451
1618,8616b7b7adfa3d1219aa4b8ea12989152437756865202f7e88f176ff,858.0892086,128.702684,,6106.203079,16.569209
1619,99bf04ce06fa7f234ba052b0123061c837d1bfd8adf74169ef9836a9374247bf,332.4375153,128.702692,,6638.969183,16.569492
1620,1490667f8ce8375d0832cd814a4e181672084ba67ea903782ccbadbe7e583ee5,176.2497425,128.706665,,6774.963617,16.569459
1621,ef8c6c1d471b66ad2fec250aca600cda79bcaa5f,194.8075294,128.702508,,6683.159113,16.569706
1622,5d569b8a1a674b665a7fbef32f3a559c496770e5f7c77d8498034485893e7c99,182.4500561,128.702532,,6627.838135,16.569395
1623,64e0b24cfb6060153185be36356305590268f3e7e83f73708372c0eb,201.4288902,128.702447,,6632.430792,16.569331
1624,9999b6d3523768f9f5658374f966aa4a6c13530753a2e71533c99218a146d201,201.6816139,128.702533,,6664.437532,16.569209
1625,3cb7248b8bbfda903e0e3c1ac398046a747e1d18,188.9264584,128.702781,,6669.360161,16.569387
1626,9b28a61cfa18d350af9b82d4b1eb6dbe7632ee8b117512331c95c636,182.284832,128.702524,,6622.913599,16.569571
1627,3fb9a82e701926e94a787b715261c990d99d2b4d,921.2915897,128.703546,,5973.136425,16.569451
1628,dc5d54f01775e6047b6de70deba1286bbb62bc4495b3bc02e36f331c,696.3059902,128.702684,,5934.033155,16.569331
1629,3a46ce5aa5fe6d18bc85c244a427b4196dcca953f2167158a8b9fdab,164.7107601,128.702613,,6405.627489,16.57021
1630,e11f5bff6d12b29b8cf7f6d2c7d9edaa86fe9315,162.8088951,128.702604,,6308.499336,16.569474
1631,a928107fb308f31c92017353359f3d5f3fbd5556116c3062ec58cd0d912ccdd3,161.5154743,128.702724,,6613.926172,16.569947
1632,3f5aade8e83caf95095a2ac944c15328f897bf72760be7f035a6c39d96d44974,153.7423134,128.70298,,6677.229881,16.569395
1633,c37f6dfe58376beb28c58bbedfc1b85b0925763dffbc0327b626589f103d89e9,158.9536667,128.70246,,6705.492258,16.569762
1634,e246dece6d57f18c6a09e519ef7b3888ff6b3da608d47b019ed0d45d,151.9672871,128.702452,,6099.960327,16.569602
1635,3046c32fa897e8e1345743930630f2af0f7cb01613008c628f4fcac1,153.8796425,121.393082,,5976.694107,16.569386
1636,49161c5cdf7dfca827fbc679f948411c78fdd12ea33c198dbd6b9cb395b6f384,153.1994343,128.70202,,5978.92952,16.569483
1637,2f0184531703e6f4e9a8427ad44b07f803371458,154.6573639,128.703002,,5986.101866,16.569395
1638,0c6e25e613e171c4c69540de88a1285e8ddd3a5910a4b530626cce5a,812.7512932,128.70305,,6132.828474,16.569451
1639,a93b84b79e4e57143ba42f361f55f875acd942c7,758.3723068,128.702028,,6162.604332,16.569523
1640,f7edcb1049de3ef0b8930cafba918d9883e3c9de945397432525079f,155.8246613,128.702428,,6098.989487,16.569451
1641,a47ee4053d28b19f1c80e38bef1120626a6c594ed91f4799e8477f7b2ca0a4b4,148.0183601,128.702724,,6699.521303,16.569457
1642,30fd7fe9334417a3ffcf61d3bc33280ce01288cf,147.6943493,128.702636,,6665.479422,16.569451
1643,24be941e059b914639e57e345838d5d10bba10c18339d786de69dc95cd825f11,146.5966702,128.70246,,6696.545601,16.569339
1644,6a87e066fb3773b00a62983d6f516e103992e800,177.3889065,128.702636,,6032.991409,16.569344
1645,9fa554dc9f19500be4c4857aaae01db71aa92cb8eb353c2033520938ecf269f7,187.2320175,128.702732,,5956.760168,16.56957
1646,bfe1edb6b957c8893397c0f3efc6560eaba16b3355c256056e07750e,180.9492111,128.702748,,5987.198591,16.569273
1647,fdae214940fab6194a3cde81714b12e83af9c6a9e9cb20c76deeab79,191.7939186,128.703068,,6153.476,16.569395
1648,528b66cd8d02be066d18e5e81388dfbcc6c150a9db7c132f3e0ff0f07d8790d9,449.8429298,128.702732,,6087.753057,16.569387
1649,f8af36d19acd0815b2e172ad851d76e2ffaad575f6f498a4c3c305c8,1074.531794,128.703242,,6121.427298,16.569273
1650,1070985f1ebfa7e6b2c3d5d49a27204cc21ab606845fdaf8ea73e236,294.1784859,128.702684,,6562.404394,16.569459
1651,737d9f67f448e90e568785f18467d30e082a11c6ad5375ec68085813,164.6978855,128.70278,,6598.864317,16.569387
1652,6a1ecb7dc8628027e18fa14c9fbe4781fda76cd589dbd7b9c7639efc83bbe2ed,150.857687,128.702596,,6702.916622,16.569387
1653,828e23d949364765ce9339a6e04243ef3b3fa388,156.3653946,128.7025,,6279.522896,16.569786
1654,e8ec1257b4ce329d03eb39292a330344ba7c24e7,156.213522,128.702436,,6567.777395,16.569273
1655,c42d8928478e9272a099e6d428c5438a9501ef4b0e0ac04ae10496a269025c2f,164.4630432,128.70266,,6318.455458,16.569467
1656,4adffb715b7a776257209aebddef3b0439dd7be1f202410d0596adcea129c489,156.9697857,128.70266,,6567.299366,16.569267
1657,f1ec23389a46e333935af60656dadade1479a5dfb19317da15076e1268bb6986,157.1030617,128.70266,,6752.498388,16.569395
1658,8c8f8e1eaf00f46d171cc436ca8a4a4a910950354ed4b37b47ef8dbc,164.6745205,128.702452,,6637.731791,16.569395
1659,eaafd61628b924520ca51440a233c3fc14c4ffeed590d6f66d4652990757034e,651.4322758,121.394357,,6104.169846,16.569337
1660,68862cb449d7da75407ec1de6c2cf582cf6f1d83,909.2402458,128.702028,,6471.812963,16.569323
1661,1c08d49eb0870049703f5e7f59f0655bf3875751,193.4642792,128.701996,,5977.602482,16.569402
1662,e91bb1522c46f6d918d283e4464523a15881c96de28eafb5435fea91,160.4225636,128.702332,,6343.999863,16.569538
1663,877bbdd3fa0b44990dd0abb81484d821b4816a344c3e31226e61fc57,148.9880085,128.702012,,6291.76712,16.569387
1664,08e4e64e3f42898d9cda797eab84cb9322e8191d4a8053b369d6ace653fdf921,156.8713188,128.703642,,6229.361057,16.569523
1665,bcb6c306febf680d8c1a5664ea16a66b98964ea1cbe16f1c28c5586e,144.3064213,128.702452,,6555.994272,16.569962
1666,a2bfc41e86f0032327dc530ae09740621198ce23d49f4a1f9005de34cfc5ffdf,147.0463276,128.70266,,6029.817343,16.569874
1667,142bfad1dbdc65709ab31c9ad5d3396f93634c56,152.8847218,128.702636,,6527.531862,16.569451
1668,3976c56c05e07880d294920eb459467f4adf5177fac9e9c0113c716e534b7618,166.1887169,128.703866,,7029.840231,16.569451
1669,6b3d342b5a2b703222c701514528ab76735a29b2f2c1a719a8df464b1fda8445,161.9586945,128.70246,,6689.203978,16.57009
1670,07c022baf0b8a72f34b14d47625aa929c5fffca8168585c80bf54e00,154.3097496,128.702836,,6618.110657,16.569403
1671,9c4eaefaa87670b82c8e7430cd2a578bce5aa5c93ab309d8b16b59b2,157.7625275,128.702588,,6325.822115,16.569339
1672,0d0ca1c66dfc024fcca8fe679b5aa4a909537844,151.4332294,128.702956,,6167.55867,16.569762
1673,24b219ed80d47ae2aae8175c0a8dd11eb1041a49dd2722df50e8dd49dd353ba1,159.8351002,128.703666,,5953.794479,16.569493
1674,e2c52dffdd22d32267caf80addd6f482d1ed6b7ef1a273506669448eccd73c55,158.4458351,128.70246,,5926.375628,16.569634
1675,75fe7af635fc251352741f9b7b842d496c61de348650df5318b90d844416bad4,152.5979042,128.70266,,6360.779762,16.570567
1676,3d0e3a853e97b010c58e87bd65b33432d93cec3d0c6354d8f83127eb4ba773cc,165.7018661,128.70266,,6307.068348,16.569202
1677,7f18b05914506662f3c4d121e1a4448918e123d0,159.4941616,128.702636,,6636.965036,16.569331
1678,76593c9170d27376f7ddf8bc51b87d0b12561eda,160.3457928,128.702436,,6004.241943,16.569722
1679,2b22f2697b42c03133ecce6c479b7c6e8fced39a51beefdfb143f69d,146.7044353,128.702452,,6787.005424,16.56957
1680,f2ea179a8c85e8e66e38611d77ad8352a45949b0aa2da957af17e50f,743.6282635,128.702556,,6628.453016,16.569331
1681,8c62455a790992971b05397d46e27c32c3886cfe,835.8776569,128.70261,,6587.868929,16.569459
1682,81ccbe7e2b566f01173368115d9cbbd1448e59dfa88e07b5388f879a5f88a6a6,162.7533436,128.702692,,6584.442854,16.569339
1683,97b4bd80e6d1d35b43d8ea2f0cbb88b04ed0882d,152.4891853,121.393063,,6642.09199,16.569602
1684,2829bf73361dbd6fac14b7840cd1243987f70f4612db7ec7a12e2db9820565f4,153.2776356,128.70182,,6576.582193,16.569395
1685,92d17e15bfacef492ea36399c5ebd63688cdf615978da6bdbec89703,148.0081081,128.701812,,6650.372028,16.569323
1686,c424bc2b280a17af2b817906ea65086cfebabbeccf8e09c66826a730,147.4823952,128.702012,,6566.033602,16.569267
1687,fc80995006b6a141c84b55ef3bbd883bf1217941b4fe4ad75523b7e7,150.437355,128.702012,,6659.362316,16.569323
1688,6ff832e89bfd8d6d143098ee952d29c166eb9e67374d9baa8a8a6896,157.0906639,128.70226,,6600.155115,16.569331
1689,f2fe58778886e04217d98fb718b6c675703cbb0183d07d5368770c33,153.9156437,128.702452,,6573.30513,16.569275
1690,6f0226a23fe428d1b2c5546ac0cd5b5be908ae9207de93591ce702e8911a68e5,157.3133469,128.70266,,6249.67742,16.569842
1691,b16fed099e3e4f31dcfa206ee3bd8264b8212c72,469.9275494,128.703546,,6555.171251,16.570034
1692,0144a478037f73260e066818f280521c7983240191c71a41150ebb78,935.6911182,128.702684,,6678.379059,16.569331
1693,72db76fa2c27ac19fe58d7190d44f295b35d2dc2,329.6060562,128.702668,,5990.852356,16.569842
1694,e17bcfb7faceb5d957661f7710e0deb274a2bf54e162f9fdf429d3eee4440686,155.5166245,128.706689,,6004.553795,16.569395
1695,a4305ab2327590856cdbd92e3c29e3e593a1cae2c5a3af779e04b044cb2bc00c,154.4756889,128.70246,,7027.420282,16.57001
1696,865ee72d01f0bcb3b214141756cc6e41f7f844758a0a7d89a8faf2fce2ec3785,147.847414,128.70266,,6696.861029,16.569459
1697,ab5be6bad478763ebd03e7a94b9f474980f43369,159.6901417,128.702636,,5977.197886,16.569395
1698,2fd886d56eca5f7c03cf863c782259af987bcdb795ddc3d5ed6aabad,147.043705,128.702594,,6684.689283,16.569337
1699,b01e44a705bf3ecf2490626828d98d60b3e5c2d69381babdde08f3b46eec0087,156.8419933,128.70246,,6849.489212,16.569395
1700,6e156867e193f7293fca42fbec04ef33b7656ace6828e1b276b87bcb8fcf9beb,160.0015163,128.70266,,6345.582724,16.569459
1701,defc25aefc09e29cf0b5c13ace756cde78fa3a8e,171.7059612,128.702636,,5937.291622,16.569395
1702,e0c1ef7cd5e30d852084da344abed7ac8997bbdb17ff21b5b3b76a26,342.8282738,128.703044,,6705.693483,16.569459
1703,37d27175ed8b7bdcccc756385968c9d7f6ffb205,897.8531361,128.70254,,6632.946491,16.569459
1704,8b80303eaabd938c08ccb2525c077f91fb877927,493.7236309,128.702668,,6471.311808,16.569331
1705,3e4a94a37a14d725687c629f2e453c59eb27b586,148.9260197,128.702581,,6748.459101,16.569923
1706,28dd47d1f04b7b1586508db4ba6a07f4b5d24c0f,150.6171227,128.702372,,6588.488817,16.569395
1707,89ef6e7c13cb192164e645b3cef96283d9ce0e759b4a48e93e2c434e,155.3599834,121.393207,,6638.344049,16.569971
1708,53150507fb825ddf7af0177558a0bdfe69518f6205ae2e2d0a620c2349385a55,155.4665565,128.70202,,6585.170031,16.569915
1709,5cb62aee0c2bd4fdd240ff74bdf86c7d32a8971d2c07143ceb40e64cb636b078,157.0065022,128.701964,,6102.342367,16.569523
1710,4ee4387e86e5874ed06a8893f3cb1f9c78f3d0737809873ca98ab738,158.3003998,128.701812,,5935.693741,16.569458
1711,6cecece135a4d9f61625d710d30b690217e08fbd237200f10dc4cf3f34c972ff,146.7268467,128.70202,,6021.653652,16.569459
1712,109f909ea32af4a7f627634052b73776510b686dd611072308974b52,155.8814049,128.70246,,7348.52457,16.569507
1713,b037acb33576e9df28f934b244b40f61461be1602f103384118c70102f51d44b,153.1059742,128.70266,,6753.070354,16.569506
1714,dac448b7b761f6dd006a3283705e738d20a6061b054ba393c93181da,733.9684963,128.702556,,6088.159323,16.569915
1715,917c103fb7eb0f286eb67469da1271616432636f,835.5612755,128.702668,,6532.693624,16.569387
1716,5e6ee1822fdf7189eca4f751fa2a922bc00d45c36446ee5a20c581dc21585832,169.4886684,128.702597,,6274.451733,16.569331
1717,6ab3d2de7fb4c18f6da68a49244f022f172b6382,145.4863548,128.702668,,6331.748486,16.569786
1718,8081fa51615b351ce8454d3514d1a47d4c9955346ff704ce87ef9de1,150.8710384,128.702716,,6257.154703,16.569339
1719,48bd04ecf5ea70f0a685033f18f6c67b137c62cff6627b3d62054076a8476d40,149.5239735,128.703666,,6569.033384,16.569209
1720,46ff0e118314aeb6b06cda65522190f31bd32a581fbfd0a64a2403fa,146.4641094,128.702452,,6288.489342,16.569418
1721,9a2febe5051cf3a77618cc40dc579e9158678f01ebac77aa1d85b4fa71e757a6,149.9505043,128.70266,,5979.315281,16.569515
1722,ea1972af9447dc8c9b3dbe4f40f2a2dfd03914d1e82e175784933299b5a4d1cd,157.1521759,128.702596,,6392.667055,16.569337
1723,1b8923f47d19cad4871c1cf3ef542a9c95a8f742,155.1847458,128.702764,,6243.06345,16.569554
1724,8b9e31b2c9c3bbe56cedc371a580ad51e9607d291bf67d8a19ba0052,157.6426029,128.702388,,5967.730999,16.56957
1725,459fa5848b18b214c8de56cfaa2be9ee467a469e2effa0393d2464d57b838a80,562.6497269,128.702564,,6391.153097,16.56989
1726,500d7d4fd61327ad5bae46ad317c368510daa91b,938.0712509,128.702668,,6635.664225,16.569339
1727,33eb0a7e4a43ae7955091c3b0512fa2dbf367e6116f23e29b7f7b906,279.610157,128.702684,,6035.946846,16.569395
1728,cf5b4364337aa7dea1bc60fc98b2ee1e478c2873,159.5780849,128.702764,,5989.001274,16.569337
1729,821479ecfb65145124404af6a6d2b00b5214d29b2156eb4ed5d26c78,153.9485455,128.702652,,6024.515152,16.569211
1730,fe54f208604d513b3683a73c5d411509b024abca,147.3653316,128.702578,,6607.888222,16.569273
1731,521481db377de275e2031cc2c6e5166dfea8b8d476852d54bf28d010,161.6044044,121.392879,,6024.548769,16.569337
1732,da3e8b6774d3c1c558719b00d37b579276dc8662472bc2f8c4136028f39fa482,153.1844139,128.70182,,6603.432894,16.569416
1733,fc1a435d767ea165a60f61d0d8987bd7b459e61b,158.2641602,128.701996,,6051.553249,16.569511
1734,e1ca69c17e55346ffadb39568cb5b822fb1209b8b57a5b22063b19bbc758a5a3,160.5367661,128.70202,,6052.817822,16.569395
1735,f12ca0b0ed5144fe80403a2de9f5f7caec0f2d431507e167ed23ab04,146.6503143,128.701812,,6243.056297,16.569395
1736,2c8244ee5d227e497a85aa2a366798429c312b94d585792b512f1358,449.1758347,128.702492,,6153.609753,16.569459
1737,34dd95317c570304831ecd666c05f9889e52bad00ba8e93705888203,954.3521404,128.70262,,6501.485825,16.569395
1738,5ff4d896034c41e678fa032ab19fd4522a28a0788147b319b7416e3f1990004c,324.9256611,128.702692,,6707.619429,16.569731
1739,f7533123eb9f22a1d21ded35e13fafc879860d0aee99fd3a1b31bb9f,145.0357437,128.70278,,6760.717154,16.569557
1740,808df33521c23ca1e74fc6300644cd22a740edb9,162.6474857,128.702636,,6109.847069,16.569914
1741,d28e0fcddc8f5ac9f3c8a9e618d16d2db1758af9624a0f0c0e6c7567,157.4754715,128.702452,,6051.188231,16.56941
1742,0d2660e13b1b2ce2c023e622881a7b13f55da2991beb878d83de90fb,149.5175362,128.702452,,6549.740791,16.569331
1743,70b8ede0bf2af4265412ce1209ca92727efa90905a4015a1d88701f4,166.5861607,128.702652,,5987.621307,16.569571
1744,aa9d6e8fb27164f0f5494d64c9512dfc7eb73a41e5c416bf537b5f2e2cbe5e22,159.8823071,128.70266,,6289.443731,16.569387
1745,441e9605c9f853ac515193948c429b98f3edbc93e23f8a7b47855e7d,171.8137264,128.702652,,5992.272377,16.569331
1746,89e3a496db9b54adb6eced5b453bc86e00e9bb0e41b81c1a3cd98b64,155.823946,128.702772,,6396.584749,16.569331
1747,2aad3edcbce419083c8202b365079d2b74d68732f9003898b2585a4be86bece4,368.1371212,128.70246,,6673.062325,16.569339
1748,2ef10bfb1d15df59693f0b2317fcd4921b3a1f98ced9f031205b0bb1,985.8362675,128.702556,,6767.01951,16.569786
1749,8269a3e3debd83385e18fdd4e167210d5018f721859e0bf0979e2b04,390.8190727,128.702684,,5971.782446,16.569515
1750,19bac9c35cf133224ce727a8bbacec7158d489969189dda970c75b3d250f3289,158.7958336,128.702788,,5988.151073,16.569395
1751,cd766336f201d218ded251beb2d525a2c5964ee310222f3d2c1e8c1d,162.1778011,128.702652,,6292.732954,16.569395
1752,5f8739a5709a68661ae456a128acfadf2c5ab4336700072a2b85371d,164.5371914,128.702913,,6026.561022,16.569488
1753,dbd9903797d78a15a372f3aacc03938644d357131fb7cae667ed0d92,157.1333408,128.702772,,5974.341154,16.569273
1754,e5d6c9a84e62716aab6a11afe3cde47f55ec46e1,160.1278782,128.702436,,6380.642414,16.569387
1755,f964ecc937225a3ff51823ca6595335ad094e2f4,154.7043324,121.393063,,6173.212528,16.569395
1756,9c854f184bc4d7223561ce561cc498d54dc4c2c1ccfdc4ce48297d25,158.2145691,128.702012,,6468.452215,16.569267
1757,b2f0a7c67da288ef4b87db26304b8207642701568ea35b06d602af301bd97920,169.4223881,128.70202,,6698.069811,16.569459
1758,0a1ce1ec425fb47060116c699561c434cb19cfe87138750ad58c56a9,150.0971317,128.701812,,5995.604515,16.569754
1759,ab4559719bb01684a79c518e442a472350029f4fd3a394c39762438d,148.9360332,128.8493,,6683.307171,16.569962
1760,e824356d255afaa0646a61306d05a5f91f8f46acd91e7892238966a709dd1464,158.4341526,128.702468,,6683.166981,16.569387
1761,3e1ff5514e299e6871ef28499a0e78eb323b306a7b95e46a2691dbca,158.5814953,128.702652,,6738.740444,16.569267
1762,76d1d552f7739edd7c392c1175e83dcc67709213,154.5758247,128.703642,,6708.709478,16.56953
1763,2ca3f8ef1199cbb8712638653fbf8b593b8d0e71375de16369ad3f3f,159.5351696,128.702452,,6617.473841,16.569337
1764,05ca93306a185f490b6d2e690f597eceea370dcd810ff6e11c047ca2,159.2593193,128.702652,,6593.900204,16.569209
1765,99828143be21c0d499e4c8cb7389f076ab527d01cc794e03f3908128,157.5069427,128.702652,,6644.212008,16.569275
1766,cf5871c7d646a5ef5ed36f27385d3e325c023c05a25b6d1af4bb73c0,154.7746658,128.702652,,6602.997303,16.569267
1767,f781f43f89a326622643583d84c914cc151b8937,156.7993164,128.702436,,6662.711382,16.569729
1768,f4fa1b4760dd2ffbfe22d8e72a4a96aac3c67920,736.2463474,128.70254,,6701.996803,16.569643
1769,1161b51b5f3c7626ce0227a85850e2ecadb0f672,864.9065495,128.702668,,6062.810421,16.569395
1770,0ea735834a1eec9aeb4a0663d13c16a330564138c5368c2b97928dbd,156.0974121,128.702581,,6697.380781,16.569511
1771,ee7222fb3c37fe6e555262b3acfee23d8e726374ef1e48d0068166f0,155.8024883,128.702684,,6008.232117,16.569843
1772,bf2983c35264cde5f9f3852f45f0c556c3570264,157.5250626,128.7027,,6300.736427,16.569346
1773,443c92133a29ba034878840eab27f154c49417bde67e585820facb87,150.5973339,128.702594,,6619.356632,16.569658
1774,94f0c224c2c78750696b86aca0393f56cfa8bcb40b35496946369ca2,157.2620869,128.702452,,5991.196394,16.569373
1775,bfc71feee6e9b44d9eafbf84caa4195e155ebfe5,160.5834961,128.702636,,6066.559553,16.569211
1776,233f1dc69ec7fb61c8d57348ab651ab4449c22c274ee74e340913a97,157.8819752,128.702652,,6675.245047,16.569395
1777,69346fc7662c6a0450b69cfd315970d6ba7a285e1ef59356465d69f5,152.4336338,128.702652,,6629.83942,16.569267
1778,ff4b47deecacc98b5af2fe964db438f3c082e7f34dc0ddbf9014717bdba23882,161.5169048,128.703642,,6671.750784,16.569626
1779,9bc2490b0ae24a2f04c0504a7491986ed100a525,668.9136028,121.393415,,6331.800222,16.569395
1780,b8c9e9119af55c5f613bdd4b8e1e74a9d8b522a9a584b671fd8e9421,844.7642326,128.702044,,6032.691956,16.570034
1781,3faf5a4a3ae3dcdbde68dac9102a52a3205cab8bf8c44c8ba667d538,232.5072289,128.702116,,6045.179844,16.569834
1782,12811734d692bfd76b15e5f18d66bae298bbaec476ccace76352ec46afc71f1f,149.0168571,128.70202,,6036.287308,16.569395
1783,39bbf1c26580799da27c8c5d8d327608383879b1,151.5350342,128.703808,,6427.140951,16.570026
1784,82b0fc63494193e84e071fb7b6585c17e466da4e794ebdde89cb49a759cafa96,146.6648579,128.70246,,6701.213598,16.569395
1785,d0b0481d6bbf0f66cc9b45b92d0896cb10a675a07d074bcbf925d34a73e8ef14,154.6154022,128.704272,,6731.24671,16.569395
1786,982014c66df9f1b99f8d566727118c0c1a80f62df52eb9c8c7f5893e,169.7707176,128.702652,,6673.928022,16.569551
1787,822a2c327e448bc0aac01269fe7f61975a5371568578e39acacad3dd,154.132843,128.702652,,6681.639194,16.569451
1788,580ac4bdf2926f390cb048da11687d0a6b1b8b28,148.7882137,128.702636,,6328.584671,16.569365
1789,570ffd43cb0d288cbd25e7e4cee174f117bd3cbda8cca9c3804a0267,150.6102085,128.702452,,6705.454826,16.569331
1790,d0b354c904a352a5e84999e95706129de1e13195808db236de1aa354f07cf582,157.4771404,128.70246,,6671.44227,16.569323
1791,484a9e019ccac09d9f15f53691020ecbdceefe24,151.6695023,128.702636,,6639.676571,16.569459
1792,841b13c88c5f41c8148f991900964e5a4a9af156d6c537ab244faff2,160.1350307,128.702652,,6621.721268,16.569209
1793,61d6c1b5c7cbadb1ccb0211800bdffbd8df1676b,169.5680618,128.703618,,5993.135214,16.569331
1794,844072e8a6dcdd5465c4166bac38a1dd991170eb,153.8038254,128.702436,,6605.636597,16.569465
1795,5593bc678407c59e94b824ce96845f7f072933add54f237eeb41f6dc73d4184b,155.28965,128.70266,,5977.500677,16.569337
1796,4165e5f785fee980cd173a0ed7063395e755b9220c5365bf86bef4391c4ff187,154.0241241,128.7026,,6501.000881,16.569395
1797,e8e8eb381e6d5ad53fd4223e85754d39b691292b66e9601deedea88f1e973947,159.743309,128.70266,,6056.269646,16.569459
1798,647d10b0a88275a2b0af0410c6157946183d178cdb101b9c761a18ab534a7a09,153.3689499,128.70278,,6243.067503,16.569594
1799,35f702ec2473db5f9c13795c6c3c57d63b398755fa409823382741c8,162.2581482,128.702452,,6130.445242,16.569643
1800,d9e3172159c79f7310743b4f9fd6e6b15f882a57a57ad333eeecf1579e767643,702.5876045,128.703546,,6489.973068,16.569571
1801,18c56919a35f8e2b6091746b01cef357b97c37120da2a6d30ddcc08b,873.9421368,128.702684,,6042.957067,16.569331
1802,73ea9ade79f7057d3c80ebb0a168c0081a59d23a,166.8727398,128.7027,,6056.648731,16.569474
1803,983bd40633412db247ae56f0c41a757d0bcaf602e1e9a34cd76625b1d4dd8de1,154.176712,121.393023,,6017.23361,16.569529
1804,1231ae3f95d777937994477375f9727733c6ceaec8889204810ee3e2,149.875164,128.703018,,6628.928661,16.569209
1805,7f8ae355cffe5edb297125c9bd2ba8687e5dc8048d5915e8440c06fe9c139485,155.7059288,128.70182,,5956.252098,16.569898
1806,cc9517498a6820b8614570511fb281ccd114bd86d94ed7ab2968f35beec409e5,162.3766422,128.70202,,5936.278582,16.569211
1807,834e28bc3f9226d1d1755c94e70dcf066764348d7d37ca3734b17dc0889a1272,154.337883,128.70202,,6744.837523,16.569395
1808,b9af0234eca70c2a4a418829351a640fac86ef0b,155.0898552,128.702444,,6174.763441,16.569515
